Rank,country,Population, % of World Population,Date,Source_x,age,gender,image,name,position,Source_y,worth BUSD, worthChange millions USD
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,67,Male,https://specials-images.forbesimg.com/imageserve/5942b95e4bbe6f1b730ba19b/416x416.jpg?background=000000&cropX1=1979&cropX2=4083&cropY1=424&cropY2=2527,"jim justice, ii.",1429,Metals & Mining  ==> coal,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,56,None,https://specials-images.forbesimg.com/imageserve/58c07bad4bbe6f0e558835c3/416x416.jpg?background=000000&cropX1=40&cropX2=683&cropY1=19&cropY2=662,david lichtenstein,1437,Real Estate  ==> real estate,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,69,Male,https://specials-images.forbesimg.com/imageserve/5a84b50f31358e4955ad7bea/416x416.jpg?background=000000&cropX1=0&cropX2=1708&cropY1=114&cropY2=1823,gary michelson,1448,Healthcare  ==> medical patents,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,57,Male,https://specials-images.forbesimg.com/imageserve/5a8f0d5c4bbe6f0fa82646b3/416x416.jpg?background=000000&cropX1=0&cropX2=1997&cropY1=133&cropY2=2130,todd wagner,1470,Media & Entertainment  ==> online media,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,45,Male,https://specials-images.forbesimg.com/imageserve/5a9094b131358e79a28a1f6f/416x416.jpg?background=000000&cropX1=121&cropX2=742&cropY1=0&cropY2=621,steve conine,1496,Technology  ==> online retail,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,60,Male,https://specials-images.forbesimg.com/imageserve/5a84c3ff31358e4955ad7cdd/416x416.jpg?background=000000&cropX1=0&cropX2=576&cropY1=23&cropY2=599,paul foster,1501,Energy  ==> oil refining,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,76,None,https://specials-images.forbesimg.com/imageserve/5a8ee00ca7ea43169014191b/416x416.jpg?background=000000&cropX1=1466&cropX2=4449&cropY1=128&cropY2=3109,mario gabelli,1502,Finance and Investments  ==> money management,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,55,Male,https:http://specials-images.forbesimg.com/imageserve/57e183fa4bbe6f6781c52e74/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=69&cropY2=813,edward lampert,1513,Finance and Investments  ==> Sears,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,90,Male,https://specials-images.forbesimg.com/imageserve/c1df391b52ec95ff9604ca40b9ed0222/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765,billy joe (red) mccombs,1521,"Diversified  ==> real estate, oil, cars, sports",1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,36,Male,https://specials-images.forbesimg.com/imageserve/5a9046cf4bbe6f0fa8265d45/416x416.jpg?background=000000&cropX1=150&cropX2=1533&cropY1=42&cropY2=1425,ben silbermann,1536,Technology  ==> Pinterest,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,60,Male,https://specials-images.forbesimg.com/imageserve/5a8f089e31358e79a289ff38/416x416.jpg?background=000000&cropX1=543&cropX2=2766&cropY1=445&cropY2=2667,thomas steyer,1538,Finance and Investments  ==> hedge funds,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,75,Female,https://specials-images.forbesimg.com/imageserve/4261ede6963e00c839342eb5e764441c/416x416.jpg?background=000000&cropX1=5&cropX2=669&cropY1=21&cropY2=685,charlotte colket weber,1543,Food and Beverage  ==> Campbell Soup,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,61,Female,https://specials-images.forbesimg.com/imageserve/5a809c48a7ea431690133a7f/416x416.jpg?background=000000&cropX1=664&cropX2=2511&cropY1=81&cropY2=1927,carol jenkins barnett,1569,Food and Beverage  ==> Publix supermarkets,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,59,None,https://specials-images.forbesimg.com/imageserve/5a9f20b331358e79a28b2d5f/416x416.jpg?background=000000&cropX1=0&cropX2=2472&cropY1=168&cropY2=2638,eren ozmen,1614,Manufacturing  ==> aerospace,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,52,Male,https://specials-images.forbesimg.com/imageserve/5a90820b31358e79a28a1d51/416x416.jpg?background=000000&cropX1=1096&cropX2=4271&cropY1=380&cropY2=3553,mark pincus,1617,Technology  ==> online games,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,74,None,https://specials-images.forbesimg.com/imageserve/5a90888d31358e79a28a1e6e/416x416.jpg?background=000000&cropX1=445&cropX2=1670&cropY1=514&cropY2=1740,"nicholas pritzker, ii.",1619,"Service  ==> hotels, investments",1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,58,Male,https://specials-images.forbesimg.com/imageserve/56d1b782e4b0c144a7f6639a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765,kenneth tuchman,1637,Service  ==> outsourcing,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,76,None,https://specials-images.forbesimg.com/imageserve/5601a83fe4b0ffa7afe4f33d/416x416.jpg?background=000000&cropX1=163&cropX2=596&cropY1=124&cropY2=557,herb chambers,1661,Automotive  ==> car dealerships,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,89,Male,https://specials-images.forbesimg.com/imageserve/e520ca6f0acfc9c577cccce57d14dddf/416x416.jpg?background=000000&cropX1=0&cropX2=2336&cropY1=275&cropY2=2613,alan gerry,1684,Media & Entertainment  ==> cable television,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,70,Male,https://specials-images.forbesimg.com/imageserve/5a908f074bbe6f0fa82668a3/416x416.jpg?background=000000&cropX1=1033&cropX2=1968&cropY1=144&cropY2=1080,j. tomilson hill,1688,Finance and Investments  ==> investments,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,96,Male,https://specials-images.forbesimg.com/imageserve/f8b168c4a7bfccd92602385364f691b7/416x416.jpg?background=000000&cropX1=106&cropX2=641&cropY1=68&cropY2=603,george joseph,1692,Finance and Investments  ==> insurance,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,64,Male,https://specials-images.forbesimg.com/imageserve/066ddf8d15e970b7c5b17d2962ac0b16/416x416.jpg?background=000000&cropX1=0&cropX2=788&cropY1=27&cropY2=815,michael krasny,1701,Technology  ==> retail,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,82,Male,https://specials-images.forbesimg.com/imageserve/5a908704a7ea434a0c2720b7/416x416.jpg?background=000000&cropX1=1183&cropX2=2387&cropY1=725&cropY2=1930,jerry reinsdorf,1722,Sports  ==> sports teams,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,66,Male,https://specials-images.forbesimg.com/imageserve/5a871699a7ea43169013aedf/416x416.jpg?background=000000&cropX1=74&cropX2=547&cropY1=85&cropY2=559,farris wilks,1742,Energy  ==> natural gas,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,84,None,https://specials-images.forbesimg.com/imageserve/5a908e2da7ea434a0c2721a1/416x416.jpg?background=000000&cropX1=441&cropX2=3707&cropY1=0&cropY2=3264,irwin jacobs,1788,Technology  ==> semiconductors,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,66,Female,https://specials-images.forbesimg.com/imageserve/5a908f9b31358e79a28a1f10/416x416.jpg?background=000000&cropX1=103&cropX2=2410&cropY1=686&cropY2=2992,martha macmillan,1811,Food and Beverage  ==> Cargill,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,65,Male,https://specials-images.forbesimg.com/imageserve/5a90911ea7ea434a0c2721cc/416x416.jpg?background=000000&cropX1=438&cropX2=1365&cropY1=66&cropY2=992,alexander rovt,1824,"Manufacturing  ==> fertilizer, real estate",1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,90,None,https://specials-images.forbesimg.com/imageserve/56ce3338e4b062f6b59a807a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=97&cropY2=841,wilma tisch,1841,Finance and Investments  ==> diversified,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,46,Male,https://specials-images.forbesimg.com/imageserve/58c1d11ca7ea431f321adcf8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=84&cropY2=828,marc andreessen,1871,Finance and Investments  ==> venture capital investing,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,60,Male,https://specials-images.forbesimg.com/imageserve/4c8c43f00e04cbd4ab49c7914c8439f7/416x416.jpg?background=000000&cropX1=201&cropX2=541&cropY1=21&cropY2=361,henry engelhardt,1896,Finance and Investments  ==> insurance,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,77,None,https://specials-images.forbesimg.com/imageserve/5a9096ee4bbe6f0fa8266983/416x416.jpg?background=000000&cropX1=1485&cropX2=2684&cropY1=905&cropY2=2104,donald friese,1901,Manufacturing  ==> manufacturing,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,35,Male,https://specials-images.forbesimg.com/imageserve/5a9093ac4bbe6f0fa8266912/416x416.jpg?background=000000&cropX1=646&cropX2=1389&cropY1=412&cropY2=1154,ryan graves,1905,Technology  ==> uber,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,76,Male,https://specials-images.forbesimg.com/imageserve/5a90aee6a7ea434a0c2723e7/416x416.jpg?background=000000&cropX1=107&cropX2=2021&cropY1=56&cropY2=1972,thomas james,1915,Finance and Investments  ==> finance,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,65,Male,https://specials-images.forbesimg.com/imageserve/5a7c6e22a7ea43169012fdf4/416x416.jpg?background=000000&cropX1=139&cropX2=911&cropY1=117&cropY2=890,michael price,1950,Finance and Investments  ==> investments,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,75,Male,https://specials-images.forbesimg.com/imageserve/5a875c0f4bbe6f2652f5cbc2/416x416.jpg?background=000000&cropX1=513&cropX2=2757&cropY1=182&cropY2=2424,"alfred west, jr.",1981,Finance and Investments  ==> money management,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,63,Male,https://specials-images.forbesimg.com/imageserve/5ad4c0134bbe6f2310f2a13e/416x416.jpg?background=000000&cropX1=629&cropX2=2903&cropY1=206&cropY2=2479,joseph edelman,2028,Finance and Investments  ==> hedge funds,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,74,Male,https://specials-images.forbesimg.com/imageserve/5a90acd04bbe6f0fa8266b77/416x416.jpg?background=000000&cropX1=810&cropX2=1341&cropY1=390&cropY2=921,paul fireman,2031,Fashion & Retail  ==> Reebok,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,60,Male,https://specials-images.forbesimg.com/imageserve/5a90acd04bbe6f0fa8266b77/416x416.jpg?background=000000&cropX1=810&cropX2=1341&cropY1=390&cropY2=921,j. christopher flowers,2032,Finance and Investments  ==> investments,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,72,Male,https://specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780,richard kayne,2046,Finance and Investments  ==> investments,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,64,Male,https://specials-images.forbesimg.com/imageserve/5a908e8231358e79a28a1ef6/416x416.jpg?background=000000&cropX1=591&cropX2=2173&cropY1=345&cropY2=1926,isaac larian,2051,Manufacturing  ==> toys,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,82,Female,https://specials-images.forbesimg.com/imageserve/4c5034576f7f8449ebd38eb9eeedcf1c/416x416.jpg?background=000000&cropX1=0&cropX2=788&cropY1=42&cropY2=830,norma lerner,2056,Finance and Investments  ==> banking,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,43,Male,https://specials-images.forbesimg.com/imageserve/5a9096094bbe6f0fa826695f/416x416.jpg?background=000000&cropX1=523&cropX2=1474&cropY1=206&cropY2=1157,chris sacca,2089,Finance and Investments  ==> venture capital investing,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,67,Female,https://specials-images.forbesimg.com/imageserve/e3e7e9c8c53ae71eaaa4fe81fad75e44/416x416.jpg?background=000000&cropX1=2&cropX2=703&cropY1=3&cropY2=704,laurie tisch,2107,"Diversified  ==> insurance, NFL team",1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,62,None,https://specials-images.forbesimg.com/imageserve/b818c0f773d1571f81d985efd190c1ac/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=1&cropY2=600,theodore leonsis,2162,Sports  ==> sports teams,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,50,None,https://specials-images.forbesimg.com/imageserve/58c1a0f131358e1a35acb5df/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=29&cropY2=773,john liew,2165,Finance and Investments  ==> Investment Management,1,0
